"game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"200611030ORL",2006-11-03,"7:00 pm","Philadelphia 76ers",105,"Orlando Magic",103,"",17451,""
"200611030PHO",2006-11-03,"9:00 pm","Utah Jazz",108,"Phoenix Suns",104,"",18422,""
"200611030SAS",2006-11-03,"8:00 pm","Cleveland Cavaliers",88,"San Antonio Spurs",81,"",18797,""
"200611030TOR",2006-11-03,"7:00 pm","Milwaukee Bucks",92,"Toronto Raptors",109,"",19832,""
"200611040CHA",2006-11-04,"7:00 pm","Cleveland Cavaliers",88,"Charlotte Bobcats",92,"",19147,""
"200611040DET",2006-11-04,"7:30 pm","Memphis Grizzlies",86,"Detroit Pistons",95,"",22076,""
"200611040HOU",2006-11-04,"8:30 pm","Dallas Mavericks",76,"Houston Rockets",107,"",18245,""
"200611040LAC",2006-11-04,"10:30 pm","Phoenix Suns",108,"Los Angeles Clippers",114,"",18643,""
"200611040MIL",2006-11-04,"8:30 pm","Sacramento Kings",91,"Milwaukee Bucks",104,"",18717,""
"200611040NYK",2006-11-04,"7:30 pm","Indiana Pacers",109,"New York Knicks",95,"",19763,""
"200611040POR",2006-11-04,"10:00 pm","Minnesota Timberwolves",86,"Portland Trail Blazers",88,"",20113,""
"200611040UTA",2006-11-04,"9:00 pm","Golden State Warriors",82,"Utah Jazz",106,"",18641,""
"200611040WAS",2006-11-04,"7:00 pm","Boston Celtics",117,"Washington Wizards",124,"",20173,""
"200611050ATL",2006-11-05,"2:00 pm","Orlando Magic",82,"Atlanta Hawks",95,"",14896,""
"200611050NOK",2006-11-05,"7:00 pm","Houston Rockets",90,"New Orleans/Oklahoma City Hornets",96,"",18202,"at New Orleans, LA"
"200611050PHI",2006-11-05,"2:00 pm","Miami Heat",98,"Philadelphia 76ers",107,"",16644,""
"200611050SEA",2006-11-05,"9:00 pm","Los Angeles Lakers",101,"Seattle SuperSonics",117,"",17072,""
"200611050TOR",2006-11-05,"1:00 pm","San Antonio Spurs",103,"Toronto Raptors",94,"",18098,""
"200611060CHI",2006-11-06,"8:30 pm","Milwaukee Bucks",85,"Chicago Bulls",110,"",21715,""
"200611060DAL",2006-11-06,"8:30 pm","Golden State Warriors",107,"Dallas Mavericks",104,"",20093,""
"200611060LAC",2006-11-06,"10:30 pm","Portland Trail Blazers",89,"Los Angeles Clippers",102,"",16153,""
"200611060NYK",2006-11-06,"7:30 pm","San Antonio Spurs",105,"New York Knicks",93,"",18333,""
"200611060ORL",2006-11-06,"7:00 pm","Washington Wizards",103,"Orlando Magic",106,"",15618,""
"200611060SAC",2006-11-06,"10:00 pm","Minnesota Timberwolves",81,"Sacramento Kings",93,"",17317,""
"200611060UTA",2006-11-06,"9:00 pm","Detroit Pistons",101,"Utah Jazz",103,"",18600,""
"200611070CLE",2006-11-07,"7:00 pm","Atlanta Hawks",104,"Cleveland Cavaliers",95,"OT",20562,""
"200611070IND",2006-11-07,"7:00 pm","Philadelphia 76ers",86,"Indiana Pacers",97,"",15811,""
"200611070LAL",2006-11-07,"10:30 pm","Minnesota Timberwolves",88,"Los Angeles Lakers",95,"",18997,""
"200611070MEM",2006-11-07,"8:00 pm","Houston Rockets",86,"Memphis Grizzlies",80,"",14173,""
"200611070MIA",2006-11-07,"7:30 pm","Seattle SuperSonics",87,"Miami Heat",90,"",19600,""
"200611070NOK",2006-11-07,"8:00 pm","Golden State Warriors",93,"New Orleans/Oklahoma City Hornets",97,"",19164,""
"200611080BOS",2006-11-08,"7:30 pm","Charlotte Bobcats",108,"Boston Celtics",110,"OT",15183,""
"200611080DEN",2006-11-08,"9:00 pm","New York Knicks",109,"Denver Nuggets",107,"",14315,""
"200611080LAC",2006-11-08,"10:30 pm","Dallas Mavericks",85,"Los Angeles Clippers",103,"",18538,""
"200611080MIL",2006-11-08,"8:00 pm","Houston Rockets",97,"Milwaukee Bucks",93,"",16102,""
"200611080NJN",2006-11-08,"7:30 pm","Utah Jazz",89,"New Jersey Nets",96,"",15901,""
"200611080ORL",2006-11-08,"7:00 pm","Seattle SuperSonics",87,"Orlando Magic",88,"",16312,""
"200611080POR",2006-11-08,"10:00 pm","Los Angeles Lakers",90,"Portland Trail Blazers",101,"",17022,""
"200611080SAC",2006-11-08,"10:30 pm","Detroit Pistons",86,"Sacramento Kings",99,"",17317,""
"200611080SAS",2006-11-08,"8:00 pm","Phoenix Suns",106,"San Antonio Spurs",111,"OT",18797,""
"200611080TOR",2006-11-08,"7:00 pm","Philadelphia 76ers",104,"Toronto Raptors",106,"",15831,""
"200611080WAS",2006-11-08,"7:00 pm","Indiana Pacers",91,"Washington Wizards",117,"",16031,""
"200611090CLE",2006-11-09,"8:00 pm","Chicago Bulls",94,"Cleveland Cavaliers",113,"",19947,""
"200611090GSW",2006-11-09,"10:30 pm","New Orleans/Oklahoma City Hornets",116,"Golden State Warriors",121,"",16927,""
"200611090PHO",2006-11-09,"10:30 pm","Dallas Mavericks",119,"Phoenix Suns",112,"",18422,""
"200611100BOS",2006-11-10,"7:30 pm","Utah Jazz",107,"Boston Celtics",100,"",18624,""
"200611100CHA",2006-11-10,"7:00 pm","Seattle SuperSonics",99,"Charlotte Bobcats",85,"",13515,""
"200611100HOU",2006-11-10,"8:30 pm","New York Knicks",94,"Houston Rockets",103,"",18109,""
"200611100IND",2006-11-10,"7:00 pm","Orlando Magic",83,"Indiana Pacers",93,"",18165,""
"200611100LAL",2006-11-10,"10:30 pm","Detroit Pistons",97,"Los Angeles Lakers",83,"",18997,""
"200611100NJN",2006-11-10,"8:00 pm","Miami Heat",113,"New Jersey Nets",106,"",20032,""
"200611100PHI",2006-11-10,"7:00 pm","Denver Nuggets",108,"Philadelphia 76ers",101,"",16374,""
"200611100POR",2006-11-10,"10:00 pm","New Orleans/Oklahoma City Hornets",91,"Portland Trail Blazers",92,"",14122,""
"200611100TOR",2006-11-10,"7:00 pm","Atlanta Hawks",111,"Toronto Raptors",102,"",14680,""
"200611100WAS",2006-11-10,"7:00 pm","Milwaukee Bucks",111,"Washington Wizards",116,"",19554,""
"200611110ATL",2006-11-11,"7:00 pm","Seattle SuperSonics",113,"Atlanta Hawks",112,"OT",19309,""
"200611110CHI",2006-11-11,"8:30 pm","Indiana Pacers",80,"Chicago Bulls",89,"",22555,""
"200611110CLE",2006-11-11,"7:30 pm","Boston Celtics",93,"Cleveland Cavaliers",94,"",20562,""
"200611110GSW",2006-11-11,"10:30 pm","Detroit Pistons",79,"Golden State Warriors",111,"",18508,""
"200611110MIL",2006-11-11,"8:30 pm","Utah Jazz",113,"Milwaukee Bucks",111,"",16019,""
"200611110MIN",2006-11-11,"8:00 pm","Orlando Magic",109,"Minnesota Timberwolves",98,"",18229,""
"200611110PHO",2006-11-11,"9:00 pm","Memphis Grizzlies",87,"Phoenix Suns",96,"",18422,""
"200611110SAS",2006-11-11,"8:00 pm","New York Knicks",92,"San Antonio Spurs",100,"",18797,""
"200611120CHA",2006-11-12,"6:00 pm","Denver Nuggets",108,"Charlotte Bobcats",101,"",13203,""
"200611120LAC",2006-11-12,"3:30 pm","New Orleans/Oklahoma City Hornets",76,"Los Angeles Clippers",92,"",18273,""
"200611120LAL",2006-11-12,"9:30 pm","Memphis Grizzlies",81,"Los Angeles Lakers",91,"",18997,""
"200611120MIA",2006-11-12,"8:00 pm","Houston Rockets",94,"Miami Heat",72,"",19600,""
"200611120POR",2006-11-12,"9:00 pm","Dallas Mavericks",103,"Portland Trail Blazers",96,"",15005,""
"200611120SAC",2006-11-12,"9:00 pm","Toronto Raptors",92,"Sacramento Kings",107,"",17317,""
"200611120WAS",2006-11-12,"6:00 pm","New Jersey Nets",105,"Washington Wizards",93,"OT",15303,""
"200611130BOS",2006-11-13,"7:30 pm","Orlando Magic",92,"Boston Celtics",89,"",14379,""
"200611130NJN",2006-11-13,"7:30 pm","Seattle SuperSonics",119,"New Jersey Nets",113,"",14392,""
"200611130NYK",2006-11-13,"7:30 pm","Cleveland Cavaliers",102,"New York Knicks",96,"",18468,""
"200611140ATL",2006-11-14,"7:00 pm","Milwaukee Bucks",103,"Atlanta Hawks",101,"",14265,""
"200611140DAL",2006-11-14,"8:30 pm","Chicago Bulls",99,"Dallas Mavericks",111,"",20274,""
"200611140GSW",2006-11-14,"10:30 pm","Toronto Raptors",99,"Golden State Warriors",110,"",16182,""
"200611140HOU",2006-11-14,"8:30 pm","San Antonio Spurs",92,"Houston Rockets",84,"",18289,""
"200611140MIA",2006-11-14,"7:30 pm","Denver Nuggets",112,"Miami Heat",105,"",19600,""
"200611140MIN",2006-11-14,"8:00 pm","Portland Trail Blazers",89,"Minnesota Timberwolves",101,"",15761,""
"200611140NOK",2006-11-14,"8:00 pm","Charlotte Bobcats",85,"New Orleans/Oklahoma City Hornets",94,"",16623,""
"200611140UTA",2006-11-14,"9:00 pm","Los Angeles Clippers",90,"Utah Jazz",112,"",16852,""
"200611150BOS",2006-11-15,"7:30 pm","Indiana Pacers",88,"Boston Celtics",114,"",14033,""
"200611150CLE",2006-11-15,"7:00 pm","Portland Trail Blazers",87,"Cleveland Cavaliers",100,"",20096,""
"200611150DET",2006-11-15,"7:30 pm","New Orleans/Oklahoma City Hornets",100,"Detroit Pistons",99,"",22076,""
"200611150NJN",2006-11-15,"7:30 pm","Milwaukee Bucks",87,"New Jersey Nets",100,"",16603,""
"200611150NYK",2006-11-15,"7:30 pm","Washington Wizards",82,"New York Knicks",102,"",14836,""
"200611150ORL",2006-11-15,"7:00 pm","Denver Nuggets",99,"Orlando Magic",108,"",15463,""
"200611150SAC",2006-11-15,"9:00 pm","Memphis Grizzlies",111,"Sacramento Kings",115,"",17317,""
"200611150SAS",2006-11-15,"8:00 pm","Charlotte Bobcats",95,"San Antonio Spurs",92,"OT",18797,""
"200611150SEA",2006-11-15,"10:00 pm","Philadelphia 76ers",96,"Seattle SuperSonics",90,"",14936,""
"200611160GSW",2006-11-16,"10:30 pm","Sacramento Kings",105,"Golden State Warriors",117,"",17821,""
"200611160HOU",2006-11-16,"8:00 pm","Chicago Bulls",100,"Houston Rockets",101,"",16764,""
"200611170BOS",2006-11-17,"7:30 pm","Portland Trail Blazers",90,"Boston Celtics",118,"",17124,""
"200611170CLE",2006-11-17,"7:30 pm","Minnesota Timberwolves",76,"Cleveland Cavaliers",92,"",20562,""
"200611170DET",2006-11-17,"8:00 pm","Washington Wizards",91,"Detroit Pistons",100,"",22076,""
"200611170IND",2006-11-17,"7:00 pm","New Jersey Nets",100,"Indiana Pacers",91,"",18165,""
"200611170LAL",2006-11-17,"10:30 pm","Toronto Raptors",100,"Los Angeles Lakers",107,"",18997,""
"200611170MEM",2006-11-17,"8:00 pm","Dallas Mavericks",115,"Memphis Grizzlies",103,"",16727,""
"200611170MIA",2006-11-17,"7:30 pm","New York Knicks",100,"Miami Heat",76,"",19600,""
"200611170PHO",2006-11-17,"10:30 pm","Philadelphia 76ers",94,"Phoenix Suns",106,"",18422,""
"200611170SAS",2006-11-17,"8:00 pm","Chicago Bulls",83,"San Antonio Spurs",100,"",18797,""
"200611170SEA",2006-11-17,"10:30 pm","Utah Jazz",118,"Seattle SuperSonics",109,"",15513,""
"200611180ATL",2006-11-18,"7:00 pm","Miami Heat",93,"Atlanta Hawks",88,"OT",19744,""
"200611180DAL",2006-11-18,"8:30 pm","Memphis Grizzlies",84,"Dallas Mavericks",89,"",20535,""
"200611180DEN",2006-11-18,"9:00 pm","Toronto Raptors",109,"Denver Nuggets",117,"",15531,""
"200611180DET",2006-11-18,"7:30 pm","Houston Rockets",92,"Detroit Pistons",104,"",22076,""
"200611180GSW",2006-11-18,"10:30 pm","Seattle SuperSonics",95,"Golden State Warriors",107,"",17205,""
"200611180LAC",2006-11-18,"10:30 pm","Philadelphia 76ers",97,"Los Angeles Clippers",103,"OT",18470,""
"200611180MIL",2006-11-18,"8:30 pm","Indiana Pacers",102,"Milwaukee Bucks",100,"",16165,""
"200611180MIN",2006-11-18,"8:00 pm","New Orleans/Oklahoma City Hornets",99,"Minnesota Timberwolves",96,"",16151,""
"200611180NJN",2006-11-18,"7:30 pm","Portland Trail Blazers",86,"New Jersey Nets",68,"",16004,""
"200611180NYK",2006-11-18,"7:30 pm","Boston Celtics",122,"New York Knicks",118,"",18118,""
"200611180ORL",2006-11-18,"7:00 pm","Charlotte Bobcats",83,"Orlando Magic",97,"",17451,""
"200611180UTA",2006-11-18,"9:00 pm","Phoenix Suns",117,"Utah Jazz",120,"OT",19911,""
"200611180WAS",2006-11-18,"7:00 pm","Cleveland Cavaliers",99,"Washington Wizards",111,"",20173,""
"200611190LAL",2006-11-19,"8:00 pm","Chicago Bulls",72,"Los Angeles Lakers",82,"",18997,""
"200611190SAC",2006-11-19,"9:00 pm","San Antonio Spurs",108,"Sacramento Kings",99,"",17317,""
"200611200CHA",2006-11-20,"7:00 pm","Dallas Mavericks",93,"Charlotte Bobcats",85,"",13237,""
"200611200GSW",2006-11-20,"10:30 pm","Phoenix Suns",113,"Golden State Warriors",110,"",18078,""
"200611200MEM",2006-11-20,"8:00 pm","Orlando Magic",86,"Memphis Grizzlies",95,"",13147,""
"200611200NYK",2006-11-20,"7:30 pm","Houston Rockets",97,"New York Knicks",90,"",17533,""
"200611200POR",2006-11-20,"10:00 pm","San Antonio Spurs",107,"Portland Trail Blazers",98,"",14163,""
"200611200SEA",2006-11-20,"10:00 pm","New Jersey Nets",87,"Seattle SuperSonics",99,"",14621,""
"200611200UTA",2006-11-20,"9:00 pm","Toronto Raptors",96,"Utah Jazz",101,"",18881,""
"200611210CLE",2006-11-21,"7:00 pm","Memphis Grizzlies",94,"Cleveland Cavaliers",97,"",20562,""
"200611210DAL",2006-11-21,"8:30 pm","Washington Wizards",80,"Dallas Mavericks",107,"",20080,""
"200611210DEN",2006-11-21,"9:00 pm","Chicago Bulls",109,"Denver Nuggets",113,"",16172,""
"200611210IND",2006-11-21,"7:00 pm","Milwaukee Bucks",88,"Indiana Pacers",93,"",17235,""
"200611210LAL",2006-11-21,"10:30 pm","Los Angeles Clippers",101,"Los Angeles Lakers",105,"",18997,""
"200611210NOK",2006-11-21,"8:00 pm","Miami Heat",86,"New Orleans/Oklahoma City Hornets",101,"",19329,""
"200611210PHI",2006-11-21,"7:00 pm","Detroit Pistons",97,"Philadelphia 76ers",87,"",13567,""
"200611220CHA",2006-11-22,"7:00 pm","Boston Celtics",83,"Charlotte Bobcats",92,"",14129,""
"200611220DET",2006-11-22,"7:30 pm","Atlanta Hawks",98,"Detroit Pistons",103,"",22076,""
"200611220GSW",2006-11-22,"10:30 pm","Denver Nuggets",115,"Golden State Warriors",112,"",17505,""
"200611220HOU",2006-11-22,"8:30 pm","Washington Wizards",82,"Houston Rockets",86,"",15300,""
"200611220LAC",2006-11-22,"10:30 pm","Seattle SuperSonics",95,"Los Angeles Clippers",85,"",16290,""
"200611220MIL",2006-11-22,"8:00 pm","Philadelphia 76ers",94,"Milwaukee Bucks",98,"",15936,""
"200611220MIN",2006-11-22,"8:00 pm","New York Knicks",89,"Minnesota Timberwolves",107,"",15991,""
"200611220ORL",2006-11-22,"7:00 pm","Indiana Pacers",91,"Orlando Magic",96,"",17451,""
"200611220PHO",2006-11-22,"9:00 pm","New Orleans/Oklahoma City Hornets",83,"Phoenix Suns",92,"",18422,""
"200611220POR",2006-11-22,"10:00 pm","New Jersey Nets",97,"Portland Trail Blazers",100,"",13340,""
"200611220SAC",2006-11-22,"10:00 pm","Utah Jazz",110,"Sacramento Kings",101,"",17317,""
"200611220SAS",2006-11-22,"7:30 pm","Miami Heat",86,"San Antonio Spurs",106,"",18797,""
"200611220TOR",2006-11-22,"7:00 pm","Cleveland Cavaliers",87,"Toronto Raptors",95,"",19800,""
"200611240ATL",2006-11-24,"7:30 pm","Toronto Raptors",93,"Atlanta Hawks",97,"",16630,""
"200611240BOS",2006-11-24,"7:30 pm","New York Knicks",101,"Boston Celtics",77,"",18624,""
"200611240DEN",2006-11-24,"9:00 pm","Golden State Warriors",129,"Denver Nuggets",140,"",16234,""
"200611240DET",2006-11-24,"8:00 pm","Charlotte Bobcats",95,"Detroit Pistons",104,"",22076,""
"200611240IND",2006-11-24,"8:00 pm","Cleveland Cavaliers",87,"Indiana Pacers",97,"",18165,""
"200611240MEM",2006-11-24,"8:00 pm","Washington Wizards",80,"Memphis Grizzlies",95,"",15067,""
"200611240MIA",2006-11-24,"7:30 pm","Orlando Magic",107,"Miami Heat",104,"",19600,""
"200611240NOK",2006-11-24,"8:00 pm","Minnesota Timberwolves",86,"New Orleans/Oklahoma City Hornets",79,"",18258,""
"200611240PHI",2006-11-24,"7:30 pm","Chicago Bulls",108,"Philadelphia 76ers",123,"",16795,""
"200611240PHO",2006-11-24,"10:30 pm","New Jersey Nets",93,"Phoenix Suns",99,"",18422,""
"200611240SAS",2006-11-24,"8:00 pm","Dallas Mavericks",95,"San Antonio Spurs",92,"",18797,""
"200611240SEA",2006-11-24,"10:30 pm","Sacramento Kings",109,"Seattle SuperSonics",100,"",16757,""
"200611240UTA",2006-11-24,"9:00 pm","Los Angeles Lakers",108,"Utah Jazz",114,"",19911,""
"200611250CHA",2006-11-25,"7:00 pm","Miami Heat",102,"Charlotte Bobcats",93,"",19403,""
"200611250CLE",2006-11-25,"7:30 pm","Philadelphia 76ers",95,"Cleveland Cavaliers",108,"",20562,""
"200611250DAL",2006-11-25,"8:30 pm","New Orleans/Oklahoma City Hornets",73,"Dallas Mavericks",85,"",20315,""
"200611250GSW",2006-11-25,"10:30 pm","Utah Jazz",78,"Golden State Warriors",91,"",17711,""
"200611250HOU",2006-11-25,"8:30 pm","Memphis Grizzlies",76,"Houston Rockets",85,"",16707,""
"200611250MIL",2006-11-25,"9:00 pm","Boston Celtics",111,"Milwaukee Bucks",98,"",16592,""
"200611250MIN",2006-11-25,"8:00 pm","Los Angeles Clippers",96,"Minnesota Timberwolves",104,"",15379,""
"200611250NYK",2006-11-25,"7:30 pm","Chicago Bulls",106,"New York Knicks",95,"",19763,""
"200611250ORL",2006-11-25,"7:00 pm","Atlanta Hawks",79,"Orlando Magic",98,"",17451,""
"200611250SAC",2006-11-25,"10:00 pm","Portland Trail Blazers",85,"Sacramento Kings",105,"",17317,""
"200611250WAS",2006-11-25,"7:00 pm","Detroit Pistons",115,"Washington Wizards",111,"",20173,""
"200611260DEN",2006-11-26,"8:00 pm","Los Angeles Clippers",88,"Denver Nuggets",103,"",14236,""
"200611260LAL",2006-11-26,"9:30 pm","New Jersey Nets",93,"Los Angeles Lakers",99,"",18997,""
"200611260POR",2006-11-26,"9:00 pm","Phoenix Suns",119,"Portland Trail Blazers",101,"",17610,""
"200611260SEA",2006-11-26,"9:00 pm","San Antonio Spurs",98,"Seattle SuperSonics",78,"",15483,""
"200611260TOR",2006-11-26,"1:00 pm","Indiana Pacers",83,"Toronto Raptors",92,"",18075,""
"200611270DAL",2006-11-27,"8:30 pm","Minnesota Timberwolves",87,"Dallas Mavericks",93,"",19939,""
"200611270GSW",2006-11-27,"10:30 pm","San Antonio Spurs",102,"Golden State Warriors",111,"",17078,""
"200611270MIA",2006-11-27,"7:30 pm","Philadelphia 76ers",91,"Miami Heat",103,"",19600,""
"200611270UTA",2006-11-27,"9:00 pm","Orlando Magic",88,"Utah Jazz",75,"",16889,""
"200611280CHI",2006-11-28,"8:30 pm","New York Knicks",85,"Chicago Bulls",102,"",22272,""
"200611280DEN",2006-11-28,"9:00 pm","Memphis Grizzlies",108,"Denver Nuggets",96,"",12435,""
"200611280HOU",2006-11-28,"8:30 pm","Minnesota Timberwolves",75,"Houston Rockets",82,"",12709,""
"200611280LAL",2006-11-28,"10:30 pm","Milwaukee Bucks",109,"Los Angeles Lakers",105,"",18997,""
"200611280NJN",2006-11-28,"7:30 pm","Charlotte Bobcats",96,"New Jersey Nets",92,"",14531,""
"200611280NOK",2006-11-28,"8:00 pm","Toronto Raptors",94,"New Orleans/Oklahoma City Hornets",77,"",15647,""
"200611280POR",2006-11-28,"10:00 pm","Indiana Pacers",105,"Portland Trail Blazers",97,"",12714,""
"200611280SAC",2006-11-28,"10:00 pm","Los Angeles Clippers",80,"Sacramento Kings",93,"",17317,""
"200611280WAS",2006-11-28,"7:00 pm","Atlanta Hawks",95,"Washington Wizards",96,"",14403,""
"200611290ATL",2006-11-29,"7:00 pm","Charlotte Bobcats",90,"Atlanta Hawks",99,"",13296,""
"200611290BOS",2006-11-29,"7:30 pm","New Jersey Nets",106,"Boston Celtics",103,"",16042,""
"200611290CLE",2006-11-29,"7:00 pm","New York Knicks",101,"Cleveland Cavaliers",98,"",20192,""
"200611290DAL",2006-11-29,"8:30 pm","Toronto Raptors",98,"Dallas Mavericks",117,"",19975,""
"200611290GSW",2006-11-29,"10:30 pm","Indiana Pacers",108,"Golden State Warriors",106,"",17284,""
"200611290LAC",2006-11-29,"10:30 pm","Memphis Grizzlies",90,"Los Angeles Clippers",105,"",15829,""
"200611290PHO",2006-11-29,"9:00 pm","Houston Rockets",91,"Phoenix Suns",102,"",18422,""
"200611290SEA",2006-11-29,"10:00 pm","Orlando Magic",94,"Seattle SuperSonics",84,"",14232,""
"200611290UTA",2006-11-29,"9:00 pm","San Antonio Spurs",75,"Utah Jazz",83,"",19089,""
"200611300LAL",2006-11-30,"10:30 pm","Utah Jazz",102,"Los Angeles Lakers",132,"",18997,""
"200611300MIA",2006-11-30,"8:00 pm","Detroit Pistons",87,"Miami Heat",85,"",19600,""
"200612010ATL",2006-12-01,"7:30 pm","Cleveland Cavaliers",106,"Atlanta Hawks",95,"",19650,""
"200612010DAL",2006-12-01,"8:30 pm","Sacramento Kings",90,"Dallas Mavericks",109,"",20277,""
"200612010DET",2006-12-01,"8:00 pm","New York Knicks",100,"Detroit Pistons",108,"",22076,""
"200612010MIN",2006-12-01,"8:00 pm","Denver Nuggets",106,"Minnesota Timberwolves",92,"",14768,""
"200612010NOK",2006-12-01,"8:00 pm","Chicago Bulls",111,"New Orleans/Oklahoma City Hornets",108,"",19164,""
"200612010PHO",2006-12-01,"9:00 pm","Milwaukee Bucks",116,"Phoenix Suns",122,"",18422,""
"200612010POR",2006-12-01,"10:00 pm","Orlando Magic",91,"Portland Trail Blazers",89,"",13519,""
"200612010SEA",2006-12-01,"10:30 pm","Indiana Pacers",103,"Seattle SuperSonics",105,"",14413,""
"200612010TOR",2006-12-01,"7:00 pm","Boston Celtics",102,"Toronto Raptors",106,"",16562,""
"200612010WAS",2006-12-01,"7:00 pm","Charlotte Bobcats",109,"Washington Wizards",121,"",18853,""
"200612020CHI",2006-12-02,"8:30 pm","Washington Wizards",94,"Chicago Bulls",112,"",22180,""
"200612020DEN",2006-12-02,"9:00 pm","Indiana Pacers",101,"Denver Nuggets",121,"",19155,""
"200612020GSW",2006-12-02,"10:30 pm","Milwaukee Bucks",115,"Golden State Warriors",110,"",18086,""
"200612020HOU",2006-12-02,"8:30 pm","Cleveland Cavaliers",63,"Houston Rockets",81,"",18260,""
"200612020LAC",2006-12-02,"10:30 pm","Los Angeles Lakers",97,"Los Angeles Clippers",88,"",20550,""
"200612020MEM",2006-12-02,"8:00 pm","Miami Heat",98,"Memphis Grizzlies",97,"",18119,""
"200612020NJN",2006-12-02,"7:30 pm","Philadelphia 76ers",107,"New Jersey Nets",112,"",18885,""
"200612020NYK",2006-12-02,"8:00 pm","Toronto Raptors",103,"New York Knicks",100,"",17525,""
"200612020SAS",2006-12-02,"8:00 pm","Sacramento Kings",98,"San Antonio Spurs",100,"",18797,""
"200612020UTA",2006-12-02,"9:00 pm","Seattle SuperSonics",107,"Utah Jazz",109,"",19790,""
"200612030CHA",2006-12-03,"6:00 pm","Detroit Pistons",89,"Charlotte Bobcats",97,"",13272,""
"200612030LAC",2006-12-03,"9:30 pm","Orlando Magic",91,"Los Angeles Clippers",116,"",17117,""
"200612030PHI",2006-12-03,"6:00 pm","Minnesota Timberwolves",95,"Philadelphia 76ers",84,"",13039,""
"200612030POR",2006-12-03,"9:00 pm","Atlanta Hawks",107,"Portland Trail Blazers",96,"",12650,""
"200612040CHI",2006-12-04,"8:30 pm","Boston Celtics",82,"Chicago Bulls",100,"",21794,""
"200612040LAL",2006-12-04,"10:30 pm","Indiana Pacers",87,"Los Angeles Lakers",101,"",18997,""
"200612040NYK",2006-12-04,"7:30 pm","Memphis Grizzlies",90,"New York Knicks",98,"",15233,""
"200612040SAC",2006-12-04,"10:00 pm","Orlando Magic",92,"Sacramento Kings",89,"",17317,""
"200612040SAS",2006-12-04,"8:00 pm","Golden State Warriors",89,"San Antonio Spurs",129,"",18797,""
"200612040UTA",2006-12-04,"9:00 pm","Milwaukee Bucks",88,"Utah Jazz",101,"",18536,""
"200612040WAS",2006-12-04,"7:00 pm","Dallas Mavericks",97,"Washington Wizards",106,"",14891,""
